id,loc,cnty,lon,lat,elev
1489,hillsborough,down,-6.073,54.453,116
1490,hillsborough-met-office,down,-6.098,54.485,38
1491,silent-valley,down,-6.002,54.127,129
1492,kilkeel,down,-5.993,54.058,18
1493,mourne-grange,down,-6.042,54.068,44
1495,ballykine-rockvale,down,-5.93,54.399,125
1497,bryansford,down,-5.937,54.228,85
1498,belfast-shaws-bridge,down,-5.948,54.548,15
1502,murlough,down,-5.832,54.245,12
1504,katesbridge,down,-6.111,54.297,91
1507,stormont-castle,down,-5.83,54.603,56
1509,magherally,down,-6.196,54.359,97
1516,creightons-green,down,-5.785,54.637,119
1517,ballywatticock,down,-5.657,54.572,6
1518,bangor-rathgael,down,-5.682,54.639,55
1521,bangor-harbour,down,-5.669,54.664,11
1523,helens-bay,down,-5.748,54.669,43
1525,killough,down,-5.638,54.243,15
1526,lough-cowey,down,-5.539,54.414,10
1529,orlock-head,down,-5.584,54.674,35
1530,armagh,armagh,-6.65,54.352,62
1531,loughgall-no-1,armagh,-6.604,54.408,25
1532,annaghmore,armagh,-6.603,54.459,27
1534,glenanne-no-2,armagh,-6.504,54.237,161
1535,tandragee-ballylisk,armagh,-6.427,54.369,43
1538,portadown-s-wks,armagh,-6.43,54.438,16
1542,lough-bradan,tyrone,-7.6,54.6,169
1543,castlederg,tyrone,-7.577,54.707,49
1549,carrigans,tyrone,-7.326,54.675,113
1551,edenfel,tyrone,-7.283,54.594,89
1557,cookstown,tyrone,-6.738,54.615,77
1566,ely-lodge,fermanagh,-7.707,54.408,64
1567,castle-archdale-forest,fermanagh,-7.709,54.482,66
1568,st-angelo,fermanagh,-7.645,54.396,47
6182,cippenham-s-wks,berkshire,-0.643,51.507,22
6313,chertsey-abbey-mead-p-sta,surrey,-0.495,51.398,12
6706,greenwich-observatory,greater-london,-0.003,51.478,47
16580,cairnorrie-drakemyre-croft,aberdeenshire,-2.208,57.464,154
16581,rosehearty,aberdeenshire,-2.123,57.698,4
16588,gravesend-broadness,kent,0.311,51.464,3
16589,redesdale-camp,northumberland,-2.279,55.285,211
16596,topcliffe,north-yorkshire,-1.39,54.205,25
16608,littlehampton-toddington-lane,west-sussex,-0.529,50.827,3
16611,sennybridge-no-2,powys-south,-3.615,52.063,307
16725,wainfleet-no-2,lincolnshire,0.271,53.088,3
16769,wiggonholt,west-sussex,-0.494,50.938,28
16851,morecambe-no-2,lancashire,-2.86,54.076,7
17176,high-wycombe-hqair,buckinghamshire,-0.807,51.682,204
17185,lowtown,antrim,-6.01,54.831,213
17224,wight-needles-old-battery,isle-of-wight,-1.583,50.663,80
17309,crosby,merseyside,-3.058,53.497,9
17310,fettercairn-glensaugh-no-2,kincardineshire,-2.542,56.893,171
17314,leeming,north-yorkshire,-1.533,54.297,33
17336,glen-ogle,perthshire-in-central-region,-4.32,56.423,564
17344,loftus,cleveland,-0.864,54.563,158
18901,kirriemuir-st-marys-rectory,angus,-3.012,56.675,135
18902,butterstone-lunanbank,perthshire-in-tayside-region,-3.485,56.59,85
18903,south-uist-range,western-isles,-7.385,57.358,4
18959,aberfeldy-mains-of-murthly,perthshire-in-tayside-region,-3.837,56.62,174
18961,pomeroy-primary-school,tyrone,-6.922,54.594,157
18974,tiree,argyll-in-strathclyde-region,-6.881,56.5,9
19144,london-weather-centre,greater-london,-0.112,51.522,43
19172,skye-lusa,western-isles,-5.805,57.257,18
19187,coleshill,warwickshire,-1.691,52.48,96
19188,andrewsfield,essex,0.451,51.896,87
19192,killylane,antrim,-6.005,54.817,250
19202,kirkmichael-no-2,perthshire-in-tayside-region,-3.52,56.72,265
19203,bridgefoot,cumbria,-3.459,54.649,49
19204,gringley-on-the-hill,nottinghamshire,-0.884,53.406,68
19206,st-athan,south-glamorgan,-3.441,51.405,49
19221,brookhall,londonderry,-7.288,55.031,47
19241,llanbedr,gwynedd,-4.124,52.803,9
19259,dumfries-crichton-royal-no-2,dumfriesshire,-3.589,55.047,50
19260,edinburgh-gogarbank,midlothian-in-lothian-region,-3.344,55.928,57
23417,islay-port-ellen,argyll-in-strathclyde-region,-6.25,55.681,17
23446,redhill,surrey,-0.137,51.215,63
23491,halesowen-no-2,west-midlands,-2.076,52.437,153
23944,nairn-druim,nairnshire,-3.822,57.593,23
24102,coventry-coundon,west-midlands,-1.536,52.424,119
24938,durness-no-3,sutherland,-4.763,58.568,222
24996,hereford-credenhill,hereford-and-worcester,-2.802,52.08,76
25728,hemsby-trial,norfolk,1.687,52.686,14
25729,manston-trial,kent,1.348,51.352,44
30103,aviemore-trial,inverness-shire,-3.828,57.206,228
30270,bealach-na-ba-no-2,ross-and-cromarty,-5.689,57.418,773
30437,derrylin,fermanagh,-7.575,54.151,70
30523,albemarle,northumberland,-1.882,55.02,142
30620,charlwood,surrey,-0.229,51.144,67
30690,leek-thorncliffe,staffordshire,-1.981,53.128,298
55511,woodford,cheshire,-2.155,53.339,88
56486,mona,isle-of-anglesey,-4.376,53.261,60
56958,emley-moor-no-2,west-yorkshire,-1.668,53.612,267
56963,magilligan-no-2,londonderry,-6.949,55.16,6
56986,hull-east-park,humberside,-0.298,53.766,2
57063,thomastown,fermanagh,-7.595,54.33,72
57113,rostherne,cheshire,-2.382,53.36,35
57199,rostherne-no-2,cheshire,-2.382,53.36,35
57259,merryfield,somerset,-2.933,50.961,30
61986,tibenham-airfield,norfolk,1.162,52.457,52
62041,exeter-airport-no-2,devon,-3.406,50.737,27
62073,teddington-bushy-park,middlesex,-0.341,51.422,9
62083,iver-w-wks,buckinghamshire,-0.496,51.512,30
62084,battersea-heliport,greater-london,-0.179,51.47,5
62122,almondsbury,avon,-2.559,51.551,75
62199,manston-no-2,kent,1.335,51.346,54
62208,exeter-surfacenet-enclosure-aws,devon,-3.475,50.729,0
62213,brizlee-wood,northumberland,-1.767,55.418,250
62265,neatishead,norfolk,1.471,52.714,10
